bf_bugid,message,cluster_id,message_clean,key_word,key_phrase
CSCvc71493,"factory default wpan interface  configurationmackinac, demo3, demo4, demo5Hello,On IR platform, factory default wpan interface configuration currently:Current configuration : 80 bytes!interface Wpan2/1 no ip address ieee154 txpower 25 no ieee154 fec-offendRequest for:Current configuration : 80 bytes!interface Wpan2/1 no ip addressend- On par with other IOS interfaces where there are no config presumptions.Thanks & Regards,ShruthiMissingMissingMissingMissingnobug",12,"['factory', 'default', 'wpan', 'interface', 'configurationmackinac,', 'demo3,', 'demo4,', 'demo5Hello,On', 'IR', 'platform,', 'factory', 'default', 'wpan', 'interface', 'configuration', 'currently:Current', 'configuration', ':', '80', 'bytes!interface', 'Wpan2/1', 'no', 'ip', 'address', 'ieee154', 'txpower', '25', 'no', 'ieee154', 'fec-offendRequest', 'for:Current', 'configuration', ':', '80', 'bytes!interface', 'Wpan2/1', 'no', 'ip', 'addressend-', 'On', 'par', 'with', 'other', 'IOS', 'interfaces', 'where', 'there', 'are', 'no', 'config', 'presumptions.Thanks', '&', 'Regards,ShruthiMissingMissingMissingMissingnobug']","async,ip,show",vty line async mode hardware;sparrow change async encapsulation arpa;try configure async dtho sparrow;connect sparrow async port sparrow;sparrow serial async encap ppp;description cisco ip phone sip;corsica add ip address shut;interface async ip address encapsulation;detect marker ip address incomplete;core different ip gracefully volt_connexa;txfec always show enable show;lowpan always show dag_size pi;corsica show run configuration;last clear show interface counter;spa ir show plat hypversion
CSCvc83184,"IOS image should be able to work with NSO based CNC server (libconfd 6.1.1)MissingCurrent IOS image works with CNC built with libconfd 5.3.2.However, our CNC will be upgraded to NSO which has libconfd 6.1.1. IOS is required to work with the new CNC.Ideally, IOS should support both versions in order to inter-op with both CNC servers.=======================================================Solution:IOS will try to connect CNC with one version first and roll to another one if fails.IOS should be able to support both CNCs.MissingMissingMissingMissingnobug",42,"['IOS', 'image', 'should', 'be', 'able', 'to', 'work', 'with', 'NSO', 'based', 'CNC', 'server', '(libconfd', '6.1.1)MissingCurrent', 'IOS', 'image', 'works', 'with', 'CNC', 'built', 'with', 'libconfd', '5.3.2.However,', 'our', 'CNC', 'will', 'be', 'upgraded', 'to', 'NSO', 'which', 'has', 'libconfd', '6.1.1.', 'IOS', 'is', 'required', 'to', 'work', 'with', 'the', 'new', 'CNC.Ideally,', 'IOS', 'should', 'support', 'both', 'versions', 'in', 'order', 'to', 'inter-op', 'with', 'both', 'CNC', 'servers.=======================================================Solution:IOS', 'will', 'try', 'to', 'connect', 'CNC', 'with', 'one', 'version', 'first', 'and', 'roll', 'to', 'another', 'one', 'if', 'fails.IOS', 'should', 'be', 'able', 'to', 'support', 'both', 'CNCs.MissingMissingMissingMissingnobug']","bundle,built,hypervisor",remove ios bundle multavista base;ir ir bundle install fail;factory flash bundle tar gzir;hypervisor version bundle install reload;install stage bundle install may;hypervisor install stage;ssa;cgr hypervisor install fail;partition latest hypervisor boot backup;bundle image hypervisor go image
CSCvc85339,"IR510: Node cant hear sync beacon and failed join pan after upgrading bridge and node  (once)coronado coronado-p1aLoad info:-----------510 P1 load: 1.6.34CGR:  Version 15.6(3.0.78)GBCGR-- node1     --node21. Upgrade bridge and node load to 1.6.34 by stm32update almost at the same time2. then upgrade bridge image to 1.6.34 again first3. upgrade 2 node  to 1.6.34 then after bridge is upgraded.4. Then node fail to join panfrom  cgr, we can see node info are in the hardware link nei table and link neighbor table and bridge can send sync beacon but node could not hear the sync beacon. Mesh keys exist on cgrHit it onceMissingMissingMissingMissingCSCvc51863",25,"['IR510:', 'Node', 'cant', 'hear', 'sync', 'beacon', 'and', 'failed', 'join', 'pan', 'after', 'upgrading', 'bridge', 'and', 'node', '(once)coronado', 'coronado-p1aLoad', 'info:-----------510', 'P1', 'load:', '1.6.34CGR:', 'Version', '15.6(3.0.78)GBCGR--', 'node1', '--node21.', 'Upgrade', 'bridge', 'and', 'node', 'load', 'to', '1.6.34', 'by', 'stm32update', 'almost', 'at', 'the', 'same', 'time2.', 'then', 'upgrade', 'bridge', 'image', 'to', '1.6.34', 'again', 'first3.', 'upgrade', '2', 'node', 'to', '1.6.34', 'then', 'after', 'bridge', 'is', 'upgraded.4.', 'Then', 'node', 'fail', 'to', 'join', 'panfrom', 'cgr,', 'we', 'can', 'see', 'node', 'info', 'are', 'in', 'the', 'hardware', 'link', 'nei', 'table', 'and', 'link', 'neighbor', 'table', 'and', 'bridge', 'can', 'send', 'sync', 'beacon', 'but', 'node', 'could', 'not', 'hear', 'the', 'sync', 'beacon.', 'Mesh', 'keys', 'exist', 'on', 'cgrHit', 'it', 'onceMissingMissingMissingMissingCSCvc51863']","pid=,-Process=,ipl=",
CSCvc98072,"bz2230:Port LED when its admin shut should behave like Cisco box, i.e shuts off instead of Amberie1k-phase2 ra-found ie1k-phase2-MFRockwell raised this difference in behaviour vs other Cisco switches. Al cisco switches: When Administratively shut , shuts LED off In IE1K/S2500 its amber. can we have the fixed ? What's impact of this ? Do you forcee any other issueif this is fixed. Device manager currently shows 3 states , I think that will still remain .. plsconfirm(in Physical Port Table only, not editable)Indicates whether or not a device is connected:    Green—Link is up.    Gray—No link or not connected.    Brown—Link is administratively shut down.MissingMissingMissingMissingCSCvc82403",2,"['bz2230:Port', 'LED', 'when', 'its', 'admin', 'shut', 'should', 'behave', 'like', 'Cisco', 'box,', 'i.e', 'shuts', 'off', 'instead', 'of', 'Amberie1k-phase2', 'ra-found', 'ie1k-phase2-MFRockwell', 'raised', 'this', 'difference', 'in', 'behaviour', 'vs', 'other', 'Cisco', 'switches.', 'Al', 'cisco', 'switches:', 'When', 'Administratively', 'shut', ',', 'shuts', 'LED', 'off', 'In', 'IE1K/S2500', 'its', 'amber.', 'can', 'we', 'have', 'the', 'fixed', '?', ""What's"", 'impact', 'of', 'this', '?', 'Do', 'you', 'forcee', 'any', 'other', 'issueif', 'this', 'is', 'fixed.', 'Device', 'manager', 'currently', 'shows', '3', 'states', ',', 'I', 'think', 'that', 'will', 'still', 'remain', '..', 'plsconfirm(in', 'Physical', 'Port', 'Table', 'only,', 'not', 'editable)Indicates', 'whether', 'or', 'not', 'a', 'device', 'is', 'connected:', 'Green—Link', 'is', 'up.', 'Gray—No', 'link', 'or', 'not', 'connected.', 'Brown—Link', 'is', 'administratively', 'shut', 'down.MissingMissingMissingMissingCSCvc82403']","Camero,Rockwell,assembly",eds file assembly port number;;cip configuration assembly default value;
CSCvd13122,GOS MV latest need to put into bundlepi30-iot cloned-from-CSCvc58616 cloned-from-CSCvc88398MV has a new release in Jan.  New GOS image built from this release upgrade needs to be put into IOS bundle.MissingMissingMissingMissingnobug,42,"['GOS', 'MV', 'latest', 'need', 'to', 'put', 'into', 'bundlepi30-iot', 'cloned-from-CSCvc58616', 'cloned-from-CSCvc88398MV', 'has', 'a', 'new', 'release', 'in', 'Jan.', 'New', 'GOS', 'image', 'built', 'from', 'this', 'release', 'upgrade', 'needs', 'to', 'be', 'put', 'into', 'IOS', 'bundle.MissingMissingMissingMissingnobug']","bundle,built,hypervisor",remove ios bundle multavista base;ir ir bundle install fail;factory flash bundle tar gzir;hypervisor version bundle install reload;install stage bundle install may;hypervisor install stage;ssa;cgr hypervisor install fail;partition latest hypervisor boot backup;bundle image hypervisor go image
CSCvd27355,[Warbler] Change SCEP CLI from Environment to actual CLIMissingNow there is one string used to take all of the SCEP CLI instead of using four different environment variables. Also fix the no ipsec enable functionalityMissingMissingMissingMissingnobug,6,"['[Warbler]', 'Change', 'SCEP', 'CLI', 'from', 'Environment', 'to', 'actual', 'CLIMissingNow', 'there', 'is', 'one', 'string', 'used', 'to', 'take', 'all', 'of', 'the', 'SCEP', 'CLI', 'instead', 'of', 'using', 'four', 'different', 'environment', 'variables.', 'Also', 'fix', 'the', 'no', 'ipsec', 'enable', 'functionalityMissingMissingMissingMissingnobug']","Verify,[Matia],system",cluster file system ocfs subsystem;request target system successful exploit;color management system cms earlier;denial service system crash possibly;denial service system crash possibly
CSCvd37513,"[Corsica] SSH conf, USER conf, show info supportMissing1. ssh is enabled2. user name and change passwd is enabled3. show fpga, radio, aes info added4. scp support added5. touch various init fileMissingMissingMissingMissingnobug",3,"['[Corsica]', 'SSH', 'conf,', 'USER', 'conf,', 'show', 'info', 'supportMissing1.', 'ssh', 'is', 'enabled2.', 'user', 'name', 'and', 'change', 'passwd', 'is', 'enabled3.', 'show', 'fpga,', 'radio,', 'aes', 'info', 'added4.', 'scp', 'support', 'added5.', 'touch', 'various', 'init', 'fileMissingMissingMissingMissingnobug']","<cr>MissingMissingMissingMissingnobug,vlpwa:,cloned-from-CSCux05982Add",
CSCvd51489,"Evaluation of ce300 for struts2-jakartaBUGDOM psirt psirt-tps-struts2-mar17 CVE-2017-5638PLEASE READ THIS ENTIRE DESCRIPTION AND THE INCLUDED LINKS BEFORE TAKING ANY ACTION.On March 6th, 2017, Apache released information about a possible remote code execution vulnerability on products using Apache Struts2 in combination with file upload based on Jakarta Multipart. The apache bulletin is available at: https://cwiki.apache.org/confluence/display/WW/S2-045This bug has been filed against the product Cisco Edge 300 Digital Media Player to address the vulnerability known as - Struts2 Jakarta Multipart file upload remote code execution - and identified by CVE: CVE-2017-5638PLEASE EVALUATE YOUR PRODUCT BY COMPLETING THE STEPS AS INDICATED AT:https://psirt.cisco.com/PSIRThot/apache-struts2-march17/Instruction_to_EngineeringThis tool will guide you in the evaluation of these vulnerabilities and will automate the documentation of this bug appropriately.Additional information can be obtained in our hotpage at:https://psirt.cisco.com/PSIRThot/apache-struts2-march17VERY IMPORTANT NOTE ABOUT SEVERITY: The bugs have been raised as *issue_not_a_bug_or_enhancement (Sev7)*, but PLEASE TREAT IT AS A SEV 2 bug.  The bug was raised in this manner to overcome some CDETS limitations when filing hundreds of bugs for ALL potentially affected Cisco products.NOTE ABOUT BUG Product/Component:If you believe that this bug was opened against the wrong CDETS Component (or even Product) please update the bug as you see fit and our system will learn from your changes for the bug opening in future incidents.MissingMissingMissingMissingCSCvd51404",5,"['Evaluation', 'of', 'ce300', 'for', 'struts2-jakartaBUGDOM', 'psirt', 'psirt-tps-struts2-mar17', 'CVE-2017-5638PLEASE', 'READ', 'THIS', 'ENTIRE', 'DESCRIPTION', 'AND', 'THE', 'INCLUDED', 'LINKS', 'BEFORE', 'TAKING', 'ANY', 'ACTION.On', 'March', '6th,', '2017,', 'Apache', 'released', 'information', 'about', 'a', 'possible', 'remote', 'code', 'execution', 'vulnerability', 'on', 'products', 'using', 'Apache', 'Struts2', 'in', 'combination', 'with', 'file', 'upload', 'based', 'on', 'Jakarta', 'Multipart.', 'The', 'apache', 'bulletin', 'is', 'available', 'at:', 'https://cwiki.apache.org/confluence/display/WW/S2-045This', 'bug', 'has', 'been', 'filed', 'against', 'the', 'product', 'Cisco', 'Edge', '300', 'Digital', 'Media', 'Player', 'to', 'address', 'the', 'vulnerability', 'known', 'as', '-', 'Struts2', 'Jakarta', 'Multipart', 'file', 'upload', 'remote', 'code', 'execution', '-', 'and', 'identified', 'by', 'CVE:', 'CVE-2017-5638PLEASE', 'EVALUATE', 'YOUR', 'PRODUCT', 'BY', 'COMPLETING', 'THE', 'STEPS', 'AS', 'INDICATED', 'AT:https://psirt.cisco.com/PSIRThot/apache-struts2-march17/Instruction_to_EngineeringThis', 'tool', 'will', 'guide', 'you', 'in', 'the', 'evaluation', 'of', 'these', 'vulnerabilities', 'and', 'will', 'automate', 'the', 'documentation', 'of', 'this', 'bug', 'appropriately.Additional', 'information', 'can', 'be', 'obtained', 'in', 'our', 'hotpage', 'at:https://psirt.cisco.com/PSIRThot/apache-struts2-march17VERY', 'IMPORTANT', 'NOTE', 'ABOUT', 'SEVERITY:', 'The', 'bugs', 'have', 'been', 'raised', 'as', '*issue_not_a_bug_or_enhancement', '(Sev7)*,', 'but', 'PLEASE', 'TREAT', 'IT', 'AS', 'A', 'SEV', '2', 'bug.', 'The', 'bug', 'was', 'raised', 'in', 'this', 'manner', 'to', 'overcome', 'some', 'CDETS', 'limitations', 'when', 'filing', 'hundreds', 'of', 'bugs', 'for', 'ALL', 'potentially', 'affected', 'Cisco', 'products.NOTE', 'ABOUT', 'BUG', 'Product/Component:If', 'you', 'believe', 'that', 'this', 'bug', 'was', 'opened', 'against', 'the', 'wrong', 'CDETS', 'Component', '(or', 'even', 'Product)', 'please', 'update', 'the', 'bug', 'as', 'you', 'see', 'fit', 'and', 'our', 'system', 'will', 'learn', 'from', 'your', 'changes', 'for', 'the', 'bug', 'opening', 'in', 'future', 'incidents.MissingMissingMissingMissingCSCvd51404']","ABOUT,overcome,*issue_not_a_bug_or_enhancement",;;raise manner overcome cdets limitations;;
CSCvd87462,Evalution of CE300 bash 2016 vulnerabiltyciam CIAM-dOu6V0Fb1ly2M CVE-2016-9401popd in bash might allow local users to bypass the restricted shell and cause a use-after-free via a crafted address.CVE-2016-9401alert link-->https://tvce.cisco.com/security/AIMS/AimsAlertPreview.aspx?AlertID=53102MissingMissingMissingMissingnobug,22,"['Evalution', 'of', 'CE300', 'bash', '2016', 'vulnerabiltyciam', 'CIAM-dOu6V0Fb1ly2M', 'CVE-2016-9401popd', 'in', 'bash', 'might', 'allow', 'local', 'users', 'to', 'bypass', 'the', 'restricted', 'shell', 'and', 'cause', 'a', 'use-after-free', 'via', 'a', 'crafted', 'address.CVE-2016-9401alert', 'link-->https://tvce.cisco.com/security/AIMS/AimsAlertPreview.aspx?AlertID=53102MissingMissingMissingMissingnobug']","vulnerabiltyciam,2.4.0,:CVE-2010-2519CISCO",
CSCvd92023,"[Corsica] Dowgrading IXM with archive doesnt workcorsica##archive download-sw firmware /normal /save-reload tftp://vnallamo@10.28.29.226:/vnallamo/corsica_i_k9-0.9.180.tar.gz Unexpected error occured##ping ip 172.27.74.9PING 172.27.74.9 (172.27.74.9): 56 data bytes64 bytes from 172.27.74.9: seq=0 ttl=61 time=0.503 ms64 bytes from 172.27.74.9: seq=1 ttl=61 time=0.431 ms^C--- 172.27.74.9 ping statistics ---2 packets transmitted, 2 packets received, 0% packet lossround-trip min/avg/max = 0.431/0.467/0.503 ms###archive download-sw firmware /normal /save-reload tftp://172.27.74.9:/tftpboot/vnallamo/corsica_i_k9-0.9.180.tar.gz !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!\]!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!Download 67285090 bytes took 00:01:20 [hh:mm:ss]Validating archive...Validation successfulExtracting images...Extracted images successfullyVerifying images...Verification successfulkill: usage: kill [-s sigspec | -n signum | -sigspec] pid | jobspec ... or kill -l [sigspec]%Could not kill Update Daemon. Try again ##show version Corsica Software, Version 0.9.181, RELEASE SOFTWAREMissingMissingMissingMissingnobug",25,"['[Corsica]', 'Dowgrading', 'IXM', 'with', 'archive', 'doesnt', 'workcorsica##archive', 'download-sw', 'firmware', '/normal', '/save-reload', 'tftp://vnallamo@10.28.29.226:/vnallamo/corsica_i_k9-0.9.180.tar.gz', 'Unexpected', 'error', 'occured##ping', 'ip', '172.27.74.9PING', '172.27.74.9', '(172.27.74.9):', '56', 'data', 'bytes64', 'bytes', 'from', '172.27.74.9:', 'seq=0', 'ttl=61', 'time=0.503', 'ms64', 'bytes', 'from', '172.27.74.9:', 'seq=1', 'ttl=61', 'time=0.431', 'ms^C---', '172.27.74.9', 'ping', 'statistics', '---2', 'packets', 'transmitted,', '2', 'packets', 'received,', '0%', 'packet', 'lossround-trip', 'min/avg/max', '=', '0.431/0.467/0.503', 'ms###archive', 'download-sw', 'firmware', '/normal', '/save-reload', 'tftp://172.27.74.9:/tftpboot/vnallamo/corsica_i_k9-0.9.180.tar.gz', '!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!\\]!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!Download', '67285090', 'bytes', 'took', '00:01:20', '[hh:mm:ss]Validating', 'archive...Validation', 'successfulExtracting', 'images...Extracted', 'images', 'successfullyVerifying', 'images...Verification', 'successfulkill:', 'usage:', 'kill', '[-s', 'sigspec', '|', '-n', 'signum', '|', '-sigspec]', 'pid', '|', 'jobspec', '...', 'or', 'kill', '-l', '[sigspec]%Could', 'not', 'kill', 'Update', 'Daemon.', 'Try', 'again', '##show', 'version', 'Corsica', 'Software,', 'Version', '0.9.181,', 'RELEASE', 'SOFTWAREMissingMissingMissingMissingnobug']","pid=,-Process=,ipl=",
CSCvd98373,enable gps time and console disable in warblerMissingEnable gps time mode on warblerEnable console disable on warblerSync Console disable feature the same performance on warbler as on corsicaMissingMissingMissingMissingnobug,43,"['enable', 'gps', 'time', 'and', 'console', 'disable', 'in', 'warblerMissingEnable', 'gps', 'time', 'mode', 'on', 'warblerEnable', 'console', 'disable', 'on', 'warblerSync', 'Console', 'disable', 'feature', 'the', 'same', 'performance', 'on', 'warbler', 'as', 'on', 'corsicaMissingMissingMissingMissingnobug']","vlan,drop,prp",kernel arbitrary vlan socket buffer;show delete vlan infoiot saturn;ip address vlan static value;ip address vlan nd core;many minutes vlan without change;device start drop ptp packets;lan ingress drop lan ingress;overrun pkt drop prp channel;packets errors drop overrun frame;send traffic drop packets reason;ptp prp ptp servo;ptpoverprp ptp prp channel work;prp egress statistics;iox nat prp mrpversion;xe iot prp ipv mld
CSCve01930,Enable AUFS Extended Attributes on IR800MissingIn reference to: 9778325a6b59b14b99eeb7dc6dc1cacb85509424 (IOX-PI git -- bug ID on commit is a dummy ID)support for smack_d_instantiate() call to i_op nestedlyThe platform requires that CONFIG_AUFS_XATTR be turned on in order to make use of this changeset in the PI layer.MissingMissingMissingMissingnobug,25,"['Enable', 'AUFS', 'Extended', 'Attributes', 'on', 'IR800MissingIn', 'reference', 'to:', '9778325a6b59b14b99eeb7dc6dc1cacb85509424', '(IOX-PI', 'git', '--', 'bug', 'ID', 'on', 'commit', 'is', 'a', 'dummy', 'ID)support', 'for', 'smack_d_instantiate()', 'call', 'to', 'i_op', 'nestedlyThe', 'platform', 'requires', 'that', 'CONFIG_AUFS_XATTR', 'be', 'turned', 'on', 'in', 'order', 'to', 'make', 'use', 'of', 'this', 'changeset', 'in', 'the', 'PI', 'layer.MissingMissingMissingMissingnobug']","pid=,-Process=,ipl=",
CSCve17642,"[CSDL]CT1168: SEC-CSP-ERAS-2: Maintain erasability of controlled spaceCSDLCSDL Requirement:It MUST be possible to wipe your controlled space, and it SHOULD be possible to wipe any individual critical datum.MissingMissingMissingMissingnobug",17,"['[CSDL]CT1168:', 'SEC-CSP-ERAS-2:', 'Maintain', 'erasability', 'of', 'controlled', 'spaceCSDLCSDL', 'Requirement:It', 'MUST', 'be', 'possible', 'to', 'wipe', 'your', 'controlled', 'space,', 'and', 'it', 'SHOULD', 'be', 'possible', 'to', 'wipe', 'any', 'individual', 'critical', 'datum.MissingMissingMissingMissingnobug']","offerings,Requirement:,Mandatory",
CSCve19742,[CSDL]CT682: Filter incoming connections by source IP addressCSDLCSDL Requirement: Mandatory for standalone devices.MissingMissingMissingMissingnobug,17,"['[CSDL]CT682:', 'Filter', 'incoming', 'connections', 'by', 'source', 'IP', 'addressCSDLCSDL', 'Requirement:', 'Mandatory', 'for', 'standalone', 'devices.MissingMissingMissingMissingnobug']","offerings,Requirement:,Mandatory",
CSCve21661,[CSDL]CT612: SEC-NTP-AUTH3: Support NTPv3 authenticationCSDLCSDL Requirement: Mandatory for NTP implementationsMissingMissingMissingMissingnobug,17,"['[CSDL]CT612:', 'SEC-NTP-AUTH3:', 'Support', 'NTPv3', 'authenticationCSDLCSDL', 'Requirement:', 'Mandatory', 'for', 'NTP', 'implementationsMissingMissingMissingMissingnobug']","offerings,Requirement:,Mandatory",
CSCve23607,"[CSDL]CT621: SEC-SW-VEROPEN: Support crypto check for open codeCSDLCSDL Requirement: Even in an open system, the customer shouldn't have to run random software from just anywhere with no verification of what it is. Help with this by letting the customer check signatures.MissingMissingMissingMissingnobug",6,"['[CSDL]CT621:', 'SEC-SW-VEROPEN:', 'Support', 'crypto', 'check', 'for', 'open', 'codeCSDLCSDL', 'Requirement:', 'Even', 'in', 'an', 'open', 'system,', 'the', 'customer', ""shouldn't"", 'have', 'to', 'run', 'random', 'software', 'from', 'just', 'anywhere', 'with', 'no', 'verification', 'of', 'what', 'it', 'is.', 'Help', 'with', 'this', 'by', 'letting', 'the', 'customer', 'check', 'signatures.MissingMissingMissingMissingnobug']","Verify,[Matia],system",cluster file system ocfs subsystem;request target system successful exploit;color management system cms earlier;denial service system crash possibly;denial service system crash possibly
CSCve23641,Support Adaptive Modulation in IOSMissingSupport Adaptive Modulation in IOSMissingMissingMissingMissingnobug,0,"['Support', 'Adaptive', 'Modulation', 'in', 'IOSMissingSupport', 'Adaptive', 'Modulation', 'in', 'IOSMissingMissingMissingMissingnobug']","collapse,t_base_6Missingthis,t_base_6.MissingMissingMissingMissingnobug",collapse iot_pi t_base_;collapse iot_pi t_base_;
CSCve24412,"Lgx00189587 - DHCP Persistence does not work if DLR DHCP was configuredra-found iot-euphrates iot-euphrates-feature cloned-from-CSCve02833 mf-euphratesIf DLR DHCP was configured on the switch and then turned off using the Ring DHCP Server Enable checkbox (uncheck this) then DHCP Persistence is setup, DHCP persistence will not deliver IP addresses to end devices. A debug of the switch reports that it is indeed sending a DHCP but no DHCP inform is seen by the client or seen on the wire.MissingMissingMissingMissingnobug",28,"['Lgx00189587', '-', 'DHCP', 'Persistence', 'does', 'not', 'work', 'if', 'DLR', 'DHCP', 'was', 'configuredra-found', 'iot-euphrates', 'iot-euphrates-feature', 'cloned-from-CSCve02833', 'mf-euphratesIf', 'DLR', 'DHCP', 'was', 'configured', 'on', 'the', 'switch', 'and', 'then', 'turned', 'off', 'using', 'the', 'Ring', 'DHCP', 'Server', 'Enable', 'checkbox', '(uncheck', 'this)', 'then', 'DHCP', 'Persistence', 'is', 'setup,', 'DHCP', 'persistence', 'will', 'not', 'deliver', 'IP', 'addresses', 'to', 'end', 'devices.', 'A', 'debug', 'of', 'the', 'switch', 'reports', 'that', 'it', 'is', 'indeed', 'sending', 'a', 'DHCP', 'but', 'no', 'DHCP', 'inform', 'is', 'seen', 'by', 'the', 'client', 'or', 'seen', 'on', 'the', 'wire.MissingMissingMissingMissingnobug']","seen,offset,device",accuracy unknown offset log variance;ntp ptp offset mean path;high range offset around ns;could see offset sreference bug;byte confidentiality offset work fine;info ptp device type time;connect petra device offset mean;eds show device port instead;correction debug device show passive;traceback see device give value
